"Regionskode";"Region";"Dato";"Bekræftede tilfælde i alt";"timestamp_2025-10-21T10:00:08.562"
1085;Sjælland;2020-03-18;14;
1083;Syddanmark;2020-03-18;4;
1084;Hovedstaden;2020-03-19;55;
1082;Midtjylland;2020-03-19;23;
1081;Nordjylland;2020-03-19;5;
1085;Sjælland;2020-03-19;6;
1083;Syddanmark;2020-03-19;16;
1084;Hovedstaden;2020-03-20;55;
1082;Midtjylland;2020-03-20;9;
1081;Nordjylland;2020-03-20;5;
1085;Sjælland;2020-03-20;19;
1083;Syddanmark;2020-03-20;14;
1084;Hovedstaden;2020-03-21;27;
1082;Midtjylland;2020-03-21;5;
1081;Nordjylland;2020-03-21;1;
1085;Sjælland;2020-03-21;8;
1083;Syddanmark;2020-03-21;6;
1084;Hovedstaden;2020-03-22;35;
1082;Midtjylland;2020-03-22;9;
1081;Nordjylland;2020-03-22;2;
1085;Sjælland;2020-03-22;11;
1083;Syddanmark;2020-03-22;5;
1084;Hovedstaden;2020-03-23;72;
1082;Midtjylland;2020-03-23;21;
1081;Nordjylland;2020-03-23;10;
1085;Sjælland;2020-03-23;17;
1083;Syddanmark;2020-03-23;11;
1084;Hovedstaden;2020-03-24;74;
1082;Midtjylland;2020-03-24;16;
1081;Nordjylland;2020-03-24;7;
1085;Sjælland;2020-03-24;17;
1083;Syddanmark;2020-03-24;23;
1084;Hovedstaden;2020-03-25;71;
1082;Midtjylland;2020-03-25;22;
1081;Nordjylland;2020-03-25;8;
1085;Sjælland;2020-03-25;29;
1083;Syddanmark;2020-03-25;19;
1084;Hovedstaden;2020-03-26;89;
1082;Midtjylland;2020-03-26;27;
1081;Nordjylland;2020-03-26;12;
1085;Sjælland;2020-03-26;18;
1083;Syddanmark;2020-03-26;23;
1084;Hovedstaden;2020-03-27;120;
1082;Midtjylland;2020-03-27;25;
1081;Nordjylland;2020-03-27;9;
1085;Sjælland;2020-03-27;27;
1083;Syddanmark;2020-03-27;31;
1084;Hovedstaden;2020-03-28;119;
1082;Midtjylland;2020-03-28;20;
1081;Nordjylland;2020-03-28;11;
1085;Sjælland;2020-03-28;24;
1083;Syddanmark;2020-03-28;23;
1084;Hovedstaden;2020-03-29;82;
1082;Midtjylland;2020-03-29;8;
1081;Nordjylland;2020-03-29;9;
1085;Sjælland;2020-03-29;15;
1083;Syddanmark;2020-03-29;12;
1084;Hovedstaden;2020-03-30;160;
1082;Midtjylland;2020-03-30;41;
1081;Nordjylland;2020-03-30;11;
1085;Sjælland;2020-03-30;56;
1083;Syddanmark;2020-03-30;40;
1084;Hovedstaden;2020-03-31;121;
1082;Midtjylland;2020-03-31;50;
1081;Nordjylland;2020-03-31;18;
1085;Sjælland;2020-03-31;38;
1083;Syddanmark;2020-03-31;23;
1084;Hovedstaden;2020-04-01;140;
1082;Midtjylland;2020-04-01;54;
1081;Nordjylland;2020-04-01;16;
1085;Sjælland;2020-04-01;33;
1083;Syddanmark;2020-04-01;36;
1084;Hovedstaden;2020-04-02;185;
1082;Midtjylland;2020-04-02;47;
1081;Nordjylland;2020-04-02;25;
1085;Sjælland;2020-04-02;65;
1083;Syddanmark;2020-04-02;52;
1084;Hovedstaden;2020-04-03;257;
1082;Midtjylland;2020-04-03;69;
1081;Nordjylland;2020-04-03;28;
1085;Sjælland;2020-04-03;51;
1083;Syddanmark;2020-04-03;61;
1084;Hovedstaden;2020-04-04;211;
1082;Midtjylland;2020-04-04;30;
1081;Nordjylland;2020-04-04;8;
1085;Sjælland;2020-04-04;26;
1083;Syddanmark;2020-04-04;14;
1084;Hovedstaden;2020-04-05;101;
1082;Midtjylland;2020-04-05;20;
1081;Nordjylland;2020-04-05;5;
1085;Sjælland;2020-04-05;18;
1083;Syddanmark;2020-04-05;12;
1084;Hovedstaden;2020-04-06;217;
1082;Midtjylland;2020-04-06;70;
1081;Nordjylland;2020-04-06;21;
1085;Sjælland;2020-04-06;63;
1083;Syddanmark;2020-04-06;46;
1084;Hovedstaden;2020-04-07;181;
1082;Midtjylland;2020-04-07;66;
1081;Nordjylland;2020-04-07;9;
1085;Sjælland;2020-04-07;51;
1083;Syddanmark;2020-04-07;35;
1084;Hovedstaden;2020-04-08;166;
1082;Midtjylland;2020-04-08;50;
1081;Nordjylland;2020-04-08;7;
1085;Sjælland;2020-04-08;52;
1083;Syddanmark;2020-04-08;19;
1084;Hovedstaden;2020-04-09;73;
1082;Midtjylland;2020-04-09;23;
1081;Nordjylland;2020-04-09;8;
1085;Sjælland;2020-04-09;19;
1083;Syddanmark;2020-04-09;11;
1084;Hovedstaden;2020-04-10;88;
1082;Midtjylland;2020-04-10;17;
1081;Nordjylland;2020-04-10;7;
1085;Sjælland;2020-04-10;21;
1083;Syddanmark;2020-04-10;7;
1084;Hovedstaden;2020-04-11;74;
1082;Midtjylland;2020-04-11;33;
1081;Nordjylland;2020-04-11;2;
1085;Sjælland;2020-04-11;15;
1083;Syddanmark;2020-04-11;14;
1084;Hovedstaden;2020-04-12;94;
1082;Midtjylland;2020-04-12;21;
1081;Nordjylland;2020-04-12;8;
1085;Sjælland;2020-04-12;19;
1083;Syddanmark;2020-04-12;13;
1084;Hovedstaden;2020-04-13;95;
1082;Midtjylland;2020-04-13;31;
1081;Nordjylland;2020-04-13;5;
1085;Sjælland;2020-04-13;18;
1083;Syddanmark;2020-04-13;6;
1084;Hovedstaden;2020-04-14;133;
1082;Midtjylland;2020-04-14;45;
1081;Nordjylland;2020-04-14;2;
1085;Sjælland;2020-04-14;50;
1083;Syddanmark;2020-04-14;25;
1084;Hovedstaden;2020-04-15;118;
1082;Midtjylland;2020-04-15;26;
1081;Nordjylland;2020-04-15;8;
1085;Sjælland;2020-04-15;30;
1083;Syddanmark;2020-04-15;14;
1084;Hovedstaden;2020-04-16;89;
1082;Midtjylland;2020-04-16;42;
1081;Nordjylland;2020-04-16;5;
1085;Sjælland;2020-04-16;24;
1083;Syddanmark;2020-04-16;17;
1084;Hovedstaden;2020-04-17;88;
1082;Midtjylland;2020-04-17;23;
1081;Nordjylland;2020-04-17;4;
1085;Sjælland;2020-04-17;43;
1083;Syddanmark;2020-04-17;10;
1084;Hovedstaden;2020-04-18;58;
1082;Midtjylland;2020-04-18;17;
1081;Nordjylland;2020-04-18;2;
1085;Sjælland;2020-04-18;22;
1083;Syddanmark;2020-04-18;3;
1084;Hovedstaden;2020-04-19;60;
1082;Midtjylland;2020-04-19;15;
1081;Nordjylland;2020-04-19;2;
1085;Sjælland;2020-04-19;29;
1083;Syddanmark;2020-04-19;4;
1084;Hovedstaden;2020-04-20;137;
1082;Midtjylland;2020-04-20;26;
1081;Nordjylland;2020-04-20;6;
1085;Sjælland;2020-04-20;36;
1083;Syddanmark;2020-04-20;6;
1084;Hovedstaden;2020-04-21;119;
1082;Midtjylland;2020-04-21;18;
1081;Nordjylland;2020-04-21;5;
1085;Sjælland;2020-04-21;45;
1083;Syddanmark;2020-04-21;12;
1084;Hovedstaden;2020-04-22;153;
1082;Midtjylland;2020-04-22;31;
1081;Nordjylland;2020-04-22;5;
1085;Sjælland;2020-04-22;34;
1083;Syddanmark;2020-04-22;2;
1084;Hovedstaden;2020-04-23;135;
1082;Midtjylland;2020-04-23;31;
1081;Nordjylland;2020-04-23;3;
1085;Sjælland;2020-04-23;50;
1083;Syddanmark;2020-04-23;8;
1084;Hovedstaden;2020-04-24;95;
1082;Midtjylland;2020-04-24;26;
1081;Nordjylland;2020-04-24;2;
1085;Sjælland;2020-04-24;35;
1083;Syddanmark;2020-04-24;5;
1084;Hovedstaden;2020-04-25;67;
1082;Midtjylland;2020-04-25;29;
1081;Nordjylland;2020-04-25;5;
1085;Sjælland;2020-04-25;23;
1083;Syddanmark;2020-04-25;8;
1084;Hovedstaden;2020-04-26;75;
1082;Midtjylland;2020-04-26;15;
1081;Nordjylland;2020-04-26;4;
1085;Sjælland;2020-04-26;17;
1083;Syddanmark;2020-04-26;7;
1084;Hovedstaden;2020-04-27;128;
1082;Midtjylland;2020-04-27;18;
1081;Nordjylland;2020-04-27;5;
1085;Sjælland;2020-04-27;61;
1083;Syddanmark;2020-04-27;4;
1084;Hovedstaden;2020-04-28;83;
1082;Midtjylland;2020-04-28;24;
1085;Sjælland;2020-04-28;29;
1084;Hovedstaden;2020-04-29;92;
1082;Midtjylland;2020-04-29;17;
1081;Nordjylland;2020-04-29;3;
1085;Sjælland;2020-04-29;21;
1083;Syddanmark;2020-04-29;6;
1084;Hovedstaden;2020-04-30;95;
1082;Midtjylland;2020-04-30;13;
1081;Nordjylland;2020-04-30;5;
1085;Sjælland;2020-04-30;31;
1083;Syddanmark;2020-04-30;2;
1084;Hovedstaden;2020-05-01;82;
1082;Midtjylland;2020-05-01;16;
1081;Nordjylland;2020-05-01;19;
1085;Sjælland;2020-05-01;25;
1083;Syddanmark;2020-05-01;5;
1084;Hovedstaden;2020-05-02;55;
1082;Midtjylland;2020-05-02;20;
1081;Nordjylland;2020-05-02;2;
1085;Sjælland;2020-05-02;29;
1083;Syddanmark;2020-05-02;6;
1084;Hovedstaden;2020-05-03;50;
1082;Midtjylland;2020-05-03;7;
1081;Nordjylland;2020-05-03;2;
1085;Sjælland;2020-05-03;11;
1083;Syddanmark;2020-05-03;5;
1084;Hovedstaden;2020-05-04;77;
1082;Midtjylland;2020-05-04;8;
1085;Sjælland;2020-05-04;29;
1083;Syddanmark;2020-05-04;4;
1084;Hovedstaden;2020-05-05;71;
1082;Midtjylland;2020-05-05;8;
1081;Nordjylland;2020-05-05;2;
1085;Sjælland;2020-05-05;34;
1083;Syddanmark;2020-05-05;5;
1084;Hovedstaden;2020-05-06;81;
1082;Midtjylland;2020-05-06;6;
1085;Sjælland;2020-05-06;15;
1083;Syddanmark;2020-05-06;2;
1084;Hovedstaden;2020-05-07;75;
1082;Midtjylland;2020-05-07;10;
1081;Nordjylland;2020-05-07;1;
1085;Sjælland;2020-05-07;32;
1083;Syddanmark;2020-05-07;3;
1084;Hovedstaden;2020-05-08;51;
1082;Midtjylland;2020-05-08;5;
1085;Sjælland;2020-05-08;9;
1083;Syddanmark;2020-05-08;3;
1084;Hovedstaden;2020-05-09;48;
1082;Midtjylland;2020-05-09;4;
1081;Nordjylland;2020-05-09;1;
1085;Sjælland;2020-05-09;11;
1084;Hovedstaden;2020-05-10;38;
1082;Midtjylland;2020-05-10;3;
1081;Nordjylland;2020-05-10;4;
1085;Sjælland;2020-05-10;7;
1083;Syddanmark;2020-05-10;4;
1084;Hovedstaden;2020-05-11;49;
1082;Midtjylland;2020-05-11;3;
1081;Nordjylland;2020-05-11;1;
1085;Sjælland;2020-05-11;12;
1083;Syddanmark;2020-05-11;12;
1084;Hovedstaden;2020-05-12;35;
1082;Midtjylland;2020-05-12;1;
1081;Nordjylland;2020-05-12;1;
1085;Sjælland;2020-05-12;10;
1083;Syddanmark;2020-05-12;9;
1084;Hovedstaden;2020-05-13;41;
1082;Midtjylland;2020-05-13;4;
1081;Nordjylland;2020-05-13;1;
1085;Sjælland;2020-05-13;12;
1083;Syddanmark;2020-05-13;5;
1084;Hovedstaden;2020-05-14;35;
1082;Midtjylland;2020-05-14;4;
1085;Sjælland;2020-05-14;14;
1083;Syddanmark;2020-05-14;8;
1084;Hovedstaden;2020-05-15;57;
1082;Midtjylland;2020-05-15;4;
1081;Nordjylland;2020-05-15;1;
1085;Sjælland;2020-05-15;14;
1083;Syddanmark;2020-05-15;11;
1084;Hovedstaden;2020-05-16;18;
1082;Midtjylland;2020-05-16;4;
1081;Nordjylland;2020-05-16;1;
1085;Sjælland;2020-05-16;8;
1083;Syddanmark;2020-05-16;3;
1084;Hovedstaden;2020-05-17;31;
1082;Midtjylland;2020-05-17;8;
1085;Sjælland;2020-05-17;7;
1083;Syddanmark;2020-05-17;4;
1084;Hovedstaden;2020-05-18;54;
1082;Midtjylland;2020-05-18;7;
1081;Nordjylland;2020-05-18;1;
1085;Sjælland;2020-05-18;8;
1083;Syddanmark;2020-05-18;10;
1084;Hovedstaden;2020-05-19;41;
1082;Midtjylland;2020-05-19;5;
1081;Nordjylland;2020-05-19;2;
1085;Sjælland;2020-05-19;7;
1083;Syddanmark;2020-05-19;4;
1084;Hovedstaden;2020-05-20;52;
1081;Nordjylland;2020-05-20;1;
1085;Sjælland;2020-05-20;12;
1083;Syddanmark;2020-05-20;3;
1084;Hovedstaden;2020-05-21;24;
1082;Midtjylland;2020-05-21;1;
1085;Sjælland;2020-05-21;5;
1084;Hovedstaden;2020-05-22;47;
1082;Midtjylland;2020-05-22;3;
1081;Nordjylland;2020-05-22;2;
1085;Sjælland;2020-05-22;14;
1083;Syddanmark;2020-05-22;4;
1084;Hovedstaden;2020-05-23;30;
1082;Midtjylland;2020-05-23;3;
1085;Sjælland;2020-05-23;4;
1084;Hovedstaden;2020-05-24;28;
1085;Sjælland;2020-05-24;5;
1083;Syddanmark;2020-05-24;2;
1084;Hovedstaden;2020-05-25;43;
1082;Midtjylland;2020-05-25;1;
1081;Nordjylland;2020-05-25;1;
1085;Sjælland;2020-05-25;5;
1083;Syddanmark;2020-05-25;2;
1084;Hovedstaden;2020-05-26;46;
1082;Midtjylland;2020-05-26;2;
1081;Nordjylland;2020-05-26;2;
1085;Sjælland;2020-05-26;7;
1083;Syddanmark;2020-05-26;5;
1084;Hovedstaden;2020-05-27;42;
1082;Midtjylland;2020-05-27;2;
1085;Sjælland;2020-05-27;8;
1084;Hovedstaden;2020-05-28;28;
1085;Sjælland;2020-05-28;7;
1083;Syddanmark;2020-05-28;2;
1084;Hovedstaden;2020-05-29;28;
1085;Sjælland;2020-05-29;11;
1083;Syddanmark;2020-05-29;3;
1084;Hovedstaden;2020-05-30;23;
1085;Sjælland;2020-05-30;9;
1083;Syddanmark;2020-05-30;1;
1084;Hovedstaden;2020-05-31;16;
1085;Sjælland;2020-05-31;6;
1084;Hovedstaden;2020-06-01;21;
1082;Midtjylland;2020-06-01;2;
1085;Sjælland;2020-06-01;8;
1083;Syddanmark;2020-06-01;2;
1084;Hovedstaden;2020-06-02;32;
1082;Midtjylland;2020-06-02;3;
1085;Sjælland;2020-06-02;16;
1083;Syddanmark;2020-06-02;4;
1084;Hovedstaden;2020-06-03;33;
1085;Sjælland;2020-06-03;18;
1083;Syddanmark;2020-06-03;1;
1084;Hovedstaden;2020-06-04;26;
1082;Midtjylland;2020-06-04;3;
1085;Sjælland;2020-06-04;6;
1083;Syddanmark;2020-06-04;5;
1084;Hovedstaden;2020-06-05;29;
1085;Sjælland;2020-06-05;4;
1083;Syddanmark;2020-06-05;1;
1084;Hovedstaden;2020-06-06;11;
1082;Midtjylland;2020-06-06;1;
1085;Sjælland;2020-06-06;2;
1083;Syddanmark;2020-06-06;1;
1084;Hovedstaden;2020-06-07;14;
1084;Hovedstaden;2020-06-08;29;
1082;Midtjylland;2020-06-08;4;
1081;Nordjylland;2020-06-08;1;
1085;Sjælland;2020-06-08;2;
1083;Syddanmark;2020-06-08;8;
1084;Hovedstaden;2020-06-09;22;
1082;Midtjylland;2020-06-09;2;
1085;Sjælland;2020-06-09;4;
1083;Syddanmark;2020-06-09;3;
1084;Hovedstaden;2020-06-10;20;
1082;Midtjylland;2020-06-10;2;
1081;Nordjylland;2020-06-10;9;
1085;Sjælland;2020-06-10;7;
1083;Syddanmark;2020-06-10;1;
1084;Hovedstaden;2020-06-11;36;
1082;Midtjylland;2020-06-11;1;
1081;Nordjylland;2020-06-11;2;
1085;Sjælland;2020-06-11;9;
1084;Hovedstaden;2020-06-12;26;
1082;Midtjylland;2020-06-12;3;
1081;Nordjylland;2020-06-12;25;
1085;Sjælland;2020-06-12;4;
1083;Syddanmark;2020-06-12;1;
1084;Hovedstaden;2020-06-13;20;
1082;Midtjylland;2020-06-13;2;
1085;Sjælland;2020-06-13;6;
1084;Hovedstaden;2020-06-14;10;
1082;Midtjylland;2020-06-14;1;
1081;Nordjylland;2020-06-14;8;
1085;Sjælland;2020-06-14;2;
1084;Hovedstaden;2020-06-15;32;
1082;Midtjylland;2020-06-15;1;
1081;Nordjylland;2020-06-15;3;
1085;Sjælland;2020-06-15;4;
1084;Hovedstaden;2020-06-16;25;
1082;Midtjylland;2020-06-16;5;
1081;Nordjylland;2020-06-16;7;
1085;Sjælland;2020-06-16;8;
1083;Syddanmark;2020-06-16;1;
1084;Hovedstaden;2020-06-17;41;
1082;Midtjylland;2020-06-17;3;
1081;Nordjylland;2020-06-17;16;
1085;Sjælland;2020-06-17;12;
1083;Syddanmark;2020-06-17;2;
1084;Hovedstaden;2020-06-18;37;
1082;Midtjylland;2020-06-18;2;
1081;Nordjylland;2020-06-18;2;
1085;Sjælland;2020-06-18;6;
1083;Syddanmark;2020-06-18;1;
1084;Hovedstaden;2020-06-19;24;
1082;Midtjylland;2020-06-19;2;
1081;Nordjylland;2020-06-19;1;
1085;Sjælland;2020-06-19;15;
1084;Hovedstaden;2020-06-20;31;
1082;Midtjylland;2020-06-20;2;
1081;Nordjylland;2020-06-20;2;
1085;Sjælland;2020-06-20;4;
1084;Hovedstaden;2020-06-21;26;
1082;Midtjylland;2020-06-21;1;
1081;Nordjylland;2020-06-21;3;
1085;Sjælland;2020-06-21;1;
1083;Syddanmark;2020-06-21;2;
1084;Hovedstaden;2020-06-22;39;
1081;Nordjylland;2020-06-22;3;
1085;Sjælland;2020-06-22;3;
1084;Hovedstaden;2020-06-23;8;
1082;Midtjylland;2020-06-23;4;
1081;Nordjylland;2020-06-23;4;
1085;Sjælland;2020-06-23;1;
1083;Syddanmark;2020-06-23;2;
1084;Hovedstaden;2020-06-24;15;
1082;Midtjylland;2020-06-24;3;
1081;Nordjylland;2020-06-24;17;
1085;Sjælland;2020-06-24;5;
1083;Syddanmark;2020-06-24;5;
1084;Hovedstaden;2020-06-25;18;
1082;Midtjylland;2020-06-25;5;
1081;Nordjylland;2020-06-25;5;
1085;Sjælland;2020-06-25;1;
1083;Syddanmark;2020-06-25;1;
1084;Hovedstaden;2020-06-26;13;
1082;Midtjylland;2020-06-26;3;
1081;Nordjylland;2020-06-26;2;
1085;Sjælland;2020-06-26;2;
1083;Syddanmark;2020-06-26;1;
1084;Hovedstaden;2020-06-27;7;
1082;Midtjylland;2020-06-27;3;
1081;Nordjylland;2020-06-27;9;
1084;Hovedstaden;2020-06-28;5;
1082;Midtjylland;2020-06-28;4;
1081;Nordjylland;2020-06-28;1;
1083;Syddanmark;2020-06-28;1;
1084;Hovedstaden;2020-06-29;20;
1082;Midtjylland;2020-06-29;1;
1081;Nordjylland;2020-06-29;2;
1085;Sjælland;2020-06-29;2;
1083;Syddanmark;2020-06-29;2;
1084;Hovedstaden;2020-06-30;11;
1082;Midtjylland;2020-06-30;2;
1081;Nordjylland;2020-06-30;6;
1085;Sjælland;2020-06-30;5;
1083;Syddanmark;2020-06-30;1;
1084;Hovedstaden;2020-07-01;6;
1082;Midtjylland;2020-07-01;2;
1081;Nordjylland;2020-07-01;2;
1084;Hovedstaden;2020-07-02;14;
1082;Midtjylland;2020-07-02;1;
1084;Hovedstaden;2020-07-03;12;
1082;Midtjylland;2020-07-03;1;
1081;Nordjylland;2020-07-03;5;
1085;Sjælland;2020-07-03;1;
1084;Hovedstaden;2020-07-04;9;
1082;Midtjylland;2020-07-04;1;
1081;Nordjylland;2020-07-04;1;
1083;Syddanmark;2020-07-04;2;
1084;Hovedstaden;2020-07-05;10;
1082;Midtjylland;2020-07-05;1;
1081;Nordjylland;2020-07-05;1;
1083;Syddanmark;2020-07-05;1;
1084;Hovedstaden;2020-07-06;6;
1081;Nordjylland;2020-07-06;2;
1085;Sjælland;2020-07-06;2;
1083;Syddanmark;2020-07-06;1;
1084;Hovedstaden;2020-07-07;9;
1082;Midtjylland;2020-07-07;1;
1081;Nordjylland;2020-07-07;2;
1083;Syddanmark;2020-07-07;1;
1084;Hovedstaden;2020-07-08;19;
1082;Midtjylland;2020-07-08;1;
1081;Nordjylland;2020-07-08;3;
1085;Sjælland;2020-07-08;3;
1083;Syddanmark;2020-07-08;1;
1084;Hovedstaden;2020-07-09;22;
1082;Midtjylland;2020-07-09;4;
1081;Nordjylland;2020-07-09;6;
1085;Sjælland;2020-07-09;9;
1084;Hovedstaden;2020-07-10;23;
1081;Nordjylland;2020-07-10;3;
1085;Sjælland;2020-07-10;4;
1083;Syddanmark;2020-07-10;3;
1084;Hovedstaden;2020-07-11;20;
1085;Sjælland;2020-07-11;2;
1083;Syddanmark;2020-07-11;2;
1084;Hovedstaden;2020-07-12;15;
1082;Midtjylland;2020-07-12;1;
1081;Nordjylland;2020-07-12;2;
1085;Sjælland;2020-07-12;5;
1084;Hovedstaden;2020-07-13;16;
1082;Midtjylland;2020-07-13;6;
1085;Sjælland;2020-07-13;9;
1083;Syddanmark;2020-07-13;2;
1084;Hovedstaden;2020-07-14;20;
1082;Midtjylland;2020-07-14;4;
1081;Nordjylland;2020-07-14;1;
1085;Sjælland;2020-07-14;5;
1083;Syddanmark;2020-07-14;4;
1084;Hovedstaden;2020-07-15;33;
1082;Midtjylland;2020-07-15;3;
1081;Nordjylland;2020-07-15;2;
1085;Sjælland;2020-07-15;4;
1083;Syddanmark;2020-07-15;2;
1084;Hovedstaden;2020-07-16;33;
1082;Midtjylland;2020-07-16;5;
1085;Sjælland;2020-07-16;9;
1083;Syddanmark;2020-07-16;5;
1084;Hovedstaden;2020-07-17;19;
1082;Midtjylland;2020-07-17;1;
1081;Nordjylland;2020-07-17;3;
1085;Sjælland;2020-07-17;10;
1084;Hovedstaden;2020-07-18;30;
1085;Sjælland;2020-07-18;13;
1084;Hovedstaden;2020-07-19;18;
1082;Midtjylland;2020-07-19;1;
1081;Nordjylland;2020-07-19;2;
1085;Sjælland;2020-07-19;7;
1084;Hovedstaden;2020-07-20;22;
1082;Midtjylland;2020-07-20;3;
1085;Sjælland;2020-07-20;7;
1083;Syddanmark;2020-07-20;1;
1084;Hovedstaden;2020-07-21;27;
1082;Midtjylland;2020-07-21;2;
1081;Nordjylland;2020-07-21;3;
1085;Sjælland;2020-07-21;4;
1084;Hovedstaden;2020-07-22;22;
1081;Nordjylland;2020-07-22;4;
1085;Sjælland;2020-07-22;7;
1083;Syddanmark;2020-07-22;2;
1084;Hovedstaden;2020-07-23;37;
1082;Midtjylland;2020-07-23;2;
1081;Nordjylland;2020-07-23;3;
1085;Sjælland;2020-07-23;5;
1083;Syddanmark;2020-07-23;5;
1084;Hovedstaden;2020-07-24;21;
1082;Midtjylland;2020-07-24;8;
1081;Nordjylland;2020-07-24;1;
1085;Sjælland;2020-07-24;2;
1083;Syddanmark;2020-07-24;4;
1084;Hovedstaden;2020-07-25;9;
1082;Midtjylland;2020-07-25;5;
1081;Nordjylland;2020-07-25;1;
1085;Sjælland;2020-07-25;9;
1083;Syddanmark;2020-07-25;3;
1084;Hovedstaden;2020-07-26;13;
1082;Midtjylland;2020-07-26;4;
1081;Nordjylland;2020-07-26;1;
1085;Sjælland;2020-07-26;2;
1083;Syddanmark;2020-07-26;4;
1084;Hovedstaden;2020-07-27;23;
1082;Midtjylland;2020-07-27;6;
1081;Nordjylland;2020-07-27;2;
1085;Sjælland;2020-07-27;22;
1083;Syddanmark;2020-07-27;10;
1084;Hovedstaden;2020-07-28;29;
1082;Midtjylland;2020-07-28;12;
1081;Nordjylland;2020-07-28;4;
1085;Sjælland;2020-07-28;26;
1083;Syddanmark;2020-07-28;5;
1084;Hovedstaden;2020-07-29;23;
1082;Midtjylland;2020-07-29;10;
1081;Nordjylland;2020-07-29;5;
1085;Sjælland;2020-07-29;13;
1083;Syddanmark;2020-07-29;9;
1084;Hovedstaden;2020-07-30;26;
1082;Midtjylland;2020-07-30;21;
1081;Nordjylland;2020-07-30;4;
1085;Sjælland;2020-07-30;26;
1083;Syddanmark;2020-07-30;7;
1084;Hovedstaden;2020-07-31;13;
1082;Midtjylland;2020-07-31;18;
1081;Nordjylland;2020-07-31;3;
1085;Sjælland;2020-07-31;13;
1083;Syddanmark;2020-07-31;10;
1084;Hovedstaden;2020-08-01;11;
1082;Midtjylland;2020-08-01;30;
1081;Nordjylland;2020-08-01;4;
1085;Sjælland;2020-08-01;14;
1083;Syddanmark;2020-08-01;6;
1084;Hovedstaden;2020-08-02;21;
1082;Midtjylland;2020-08-02;39;
1081;Nordjylland;2020-08-02;6;
1085;Sjælland;2020-08-02;9;
1083;Syddanmark;2020-08-02;3;
1084;Hovedstaden;2020-08-03;21;
1082;Midtjylland;2020-08-03;53;
1081;Nordjylland;2020-08-03;5;
1085;Sjælland;2020-08-03;29;
1083;Syddanmark;2020-08-03;9;
1084;Hovedstaden;2020-08-04;25;
1082;Midtjylland;2020-08-04;59;
1081;Nordjylland;2020-08-04;4;
1085;Sjælland;2020-08-04;21;
1083;Syddanmark;2020-08-04;12;
1084;Hovedstaden;2020-08-05;29;
1082;Midtjylland;2020-08-05;66;
1081;Nordjylland;2020-08-05;4;
1085;Sjælland;2020-08-05;8;
1083;Syddanmark;2020-08-05;9;
1084;Hovedstaden;2020-08-06;35;
1082;Midtjylland;2020-08-06;86;
1081;Nordjylland;2020-08-06;4;
1085;Sjælland;2020-08-06;32;
1083;Syddanmark;2020-08-06;14;
1084;Hovedstaden;2020-08-07;20;
1082;Midtjylland;2020-08-07;106;
1081;Nordjylland;2020-08-07;4;
1085;Sjælland;2020-08-07;7;
1083;Syddanmark;2020-08-07;4;
1084;Hovedstaden;2020-08-08;19;
1082;Midtjylland;2020-08-08;57;
1081;Nordjylland;2020-08-08;2;
1085;Sjælland;2020-08-08;8;
1083;Syddanmark;2020-08-08;3;
1084;Hovedstaden;2020-08-09;42;
1082;Midtjylland;2020-08-09;65;
1081;Nordjylland;2020-08-09;9;
1085;Sjælland;2020-08-09;4;
1083;Syddanmark;2020-08-09;10;
1084;Hovedstaden;2020-08-10;45;
1082;Midtjylland;2020-08-10;80;
1081;Nordjylland;2020-08-10;7;
1085;Sjælland;2020-08-10;10;
1083;Syddanmark;2020-08-10;12;
1084;Hovedstaden;2020-08-11;41;
1082;Midtjylland;2020-08-11;67;
1081;Nordjylland;2020-08-11;2;
1085;Sjælland;2020-08-11;18;
1083;Syddanmark;2020-08-11;9;
1084;Hovedstaden;2020-08-12;49;
1082;Midtjylland;2020-08-12;81;
1081;Nordjylland;2020-08-12;17;
1085;Sjælland;2020-08-12;5;
1083;Syddanmark;2020-08-12;8;
1084;Hovedstaden;2020-08-13;35;
1082;Midtjylland;2020-08-13;58;
1081;Nordjylland;2020-08-13;8;
1085;Sjælland;2020-08-13;2;
1083;Syddanmark;2020-08-13;12;
1084;Hovedstaden;2020-08-14;49;
1082;Midtjylland;2020-08-14;30;
1081;Nordjylland;2020-08-14;8;
1085;Sjælland;2020-08-14;14;
1083;Syddanmark;2020-08-14;10;
1084;Hovedstaden;2020-08-15;25;
1082;Midtjylland;2020-08-15;79;
1081;Nordjylland;2020-08-15;6;
1085;Sjælland;2020-08-15;6;
1083;Syddanmark;2020-08-15;11;
1084;Hovedstaden;2020-08-16;30;
1082;Midtjylland;2020-08-16;32;
1081;Nordjylland;2020-08-16;10;
1085;Sjælland;2020-08-16;7;
1083;Syddanmark;2020-08-16;11;
1084;Hovedstaden;2020-08-17;30;
1082;Midtjylland;2020-08-17;43;
1081;Nordjylland;2020-08-17;8;
1085;Sjælland;2020-08-17;6;
1083;Syddanmark;2020-08-17;10;
1084;Hovedstaden;2020-08-18;40;
1082;Midtjylland;2020-08-18;41;
1081;Nordjylland;2020-08-18;7;
1085;Sjælland;2020-08-18;14;
1083;Syddanmark;2020-08-18;10;
1084;Hovedstaden;2020-08-19;34;
1082;Midtjylland;2020-08-19;27;
1081;Nordjylland;2020-08-19;8;
1085;Sjælland;2020-08-19;4;
1083;Syddanmark;2020-08-19;13;
