"Dato";"Regionskode";"Region";"Kategori";"Antal borgere";"timestamp_2025-10-21T10:00:08.562"
2020-09-23;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-23;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-23;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-09-24;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-24;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-09-24;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-24;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-09-24;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-24;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-09-24;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-09-24;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-09-24;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-25;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-25;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2020-09-25;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-09-25;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-25;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-09-25;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-09-25;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-25;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-09-26;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-09-26;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-09-26;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-09-26;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-26;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-27;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-09-27;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2020-09-27;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-27;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-27;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-27;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-09-28;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-28;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-09-28;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-28;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-09-28;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-28;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2;
2020-09-28;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-09-29;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-29;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-09-29;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-09-29;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-29;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-09-29;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-29;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-30;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-09-30;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-09-30;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-09-30;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-30;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-09-30;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-09-30;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-09-30;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-01;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2020-10-01;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2020-10-01;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-10-01;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-01;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-01;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-10-01;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-02;1084;Hovedstaden;Indlæggelse pga. covid-19;2;
2020-10-02;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-10-02;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-02;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-02;1085;Sjælland;Indlæggelse pga. covid-19;4;
2020-10-02;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-03;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-03;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-10-03;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-03;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-10-04;1084;Hovedstaden;Indlæggelse pga. covid-19;11;
2020-10-04;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-04;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-10-04;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-04;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-04;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-10-05;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-05;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-05;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2020-10-05;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-10-05;1082;Midtjylland;Indlæggelse pga. covid-19;6;
2020-10-05;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-05;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-05;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-05;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-05;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-06;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-10-06;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-10-06;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-06;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-10-06;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-07;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-07;1084;Hovedstaden;Indlæggelse pga. covid-19;5;
2020-10-07;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-10-07;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-07;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-07;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-07;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-08;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-10-08;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-08;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-10-08;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-08;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-09;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-09;1084;Hovedstaden;Indlæggelse pga. covid-19;1;
2020-10-09;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-09;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-09;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-09;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-09;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-09;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-10-10;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-10-10;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-10-10;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-10;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-10-10;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-10-11;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-11;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-10-11;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-11;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-11;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-11;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-11;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-12;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-12;1084;Hovedstaden;Indlæggelse pga. covid-19;10;
2020-10-12;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-10-12;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-12;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-12;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-12;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-12;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-13;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-13;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-10-13;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-10-13;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-13;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-13;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-13;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-10-14;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-10-14;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2020-10-14;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2020-10-14;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-14;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-14;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-15;1084;Hovedstaden;Indlæggelse pga. covid-19;9;
2020-10-15;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-15;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-15;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-15;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2020-10-15;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-16;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-16;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-10-16;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-16;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-16;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-10-16;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-17;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-10-17;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-17;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-10-17;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-17;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-17;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-18;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-18;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-10-18;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-18;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-10-18;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-18;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-18;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-18;1083;Syddanmark;Indlæggelse pga. covid-19;5;
2020-10-19;;;Indlæggelse pga. covid-19;1;
2020-10-19;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-10-19;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-19;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2020-10-19;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-19;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-10-19;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-19;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-19;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-20;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-20;1084;Hovedstaden;Indlæggelse pga. covid-19;3;
2020-10-20;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-10-20;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-10-20;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-20;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-20;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-10-21;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2020-10-21;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2020-10-21;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-21;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-21;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-10-21;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-21;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-10-21;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-10-21;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-22;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-22;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-10-22;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2020-10-22;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-22;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-22;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-22;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-23;;;Indlæggelse pga. covid-19;1;
2020-10-23;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-23;1084;Hovedstaden;Indlæggelse pga. covid-19;6;
2020-10-23;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-23;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-23;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2020-10-23;1085;Sjælland;Indlæggelse pga. covid-19;4;
2020-10-23;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-23;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-24;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-24;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2020-10-24;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-24;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-24;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-24;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-24;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-10-24;1083;Syddanmark;Indlæggelse pga. covid-19;1;
2020-10-24;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-25;;;Indlæggelse pga. covid-19;1;
2020-10-25;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2020-10-25;1084;Hovedstaden;Indlæggelse pga. covid-19;9;
2020-10-25;1082;Midtjylland;Indlæggelse pga. covid-19;1;
2020-10-25;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-25;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-10-25;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-25;1083;Syddanmark;Indlæggelse pga. covid-19;5;
2020-10-25;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-26;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2;
2020-10-26;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-10-26;1082;Midtjylland;Indlæggelse pga. covid-19;6;
2020-10-26;1081;Nordjylland;Indlæggelse pga. covid-19;1;
2020-10-26;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-26;1085;Sjælland;Indlæggelse pga. covid-19;5;
2020-10-26;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-26;1083;Syddanmark;Indlæggelse pga. covid-19;2;
2020-10-26;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-27;;;Indlæggelse pga. covid-19;1;
2020-10-27;1084;Hovedstaden;Indlæggelse pga. covid-19;14;
2020-10-27;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-10-27;1082;Midtjylland;Indlæggelse pga. covid-19;8;
2020-10-27;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-10-27;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-27;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-27;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-10-28;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-28;1084;Hovedstaden;Indlæggelse pga. covid-19;8;
2020-10-28;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-28;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2020-10-28;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-10-28;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-10-28;1085;Sjælland;Indlæggelse pga. covid-19;2;
2020-10-28;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-28;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-10-29;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-10-29;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2020-10-29;1082;Midtjylland;Indlæggelse pga. covid-19;4;
2020-10-29;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-29;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-29;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-10-29;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-10-29;1083;Syddanmark;Indlæggelse pga. covid-19;7;
2020-10-29;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-30;1084;Hovedstaden;Indlæggelse pga. covid-19;4;
2020-10-30;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-10-30;1082;Midtjylland;Indlæggelse pga. covid-19;5;
2020-10-30;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-10-30;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2020-10-30;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-30;1085;Sjælland;Indlæggelse pga. covid-19;4;
2020-10-30;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-30;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-10-31;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3;
2020-10-31;1084;Hovedstaden;Indlæggelse pga. covid-19;11;
2020-10-31;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2020-10-31;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-10-31;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-31;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-10-31;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-10-31;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-10-31;1085;Sjælland;Indlæggelse pga. covid-19;3;
2020-10-31;1083;Syddanmark;Indlæggelse pga. covid-19;4;
2020-10-31;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-11-01;;;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-01;;;Indlæggelse pga. covid-19;1;
2020-11-01;1084;Hovedstaden;Indlæggelse pga. covid-19;7;
2020-11-01;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2020-11-01;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-01;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-11-01;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-11-01;1085;Sjælland;Indlæggelse pga. covid-19;1;
2020-11-01;1083;Syddanmark;Indlæggelse pga. covid-19;10;
2020-11-01;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-11-02;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-02;1084;Hovedstaden;Indlæggelse pga. covid-19;13;
2020-11-02;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2020-11-02;1082;Midtjylland;Indlæggelse pga. covid-19;2;
2020-11-02;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-11-02;1081;Nordjylland;Indlæggelse pga. covid-19;2;
2020-11-02;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-11-02;1085;Sjælland;Indlæggelse pga. covid-19;4;
2020-11-02;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-02;1083;Syddanmark;Indlæggelse pga. covid-19;5;
2020-11-02;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-11-03;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-03;1084;Hovedstaden;Indlæggelse pga. covid-19;10;
2020-11-03;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2020-11-03;1082;Midtjylland;Indlæggelse pga. covid-19;3;
2020-11-03;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2020-11-03;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-03;1081;Nordjylland;Indlæggelse pga. covid-19;3;
2020-11-03;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2020-11-03;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;1;
2020-11-03;1085;Sjælland;Indlæggelse pga. covid-19;6;
2020-11-03;1083;Syddanmark;Indlæggelse pga. covid-19;3;
2020-11-04;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1;
